Customer_Name,recency,frequency,monetary,r_score,f_score,m_score,rfm_total_score
"Sophie Khan",15,1,343.95,1,1,4,6
"Mary Johansson",922,1,344.98,5,4,4,13
"Mia White",535,1,345.35,3,2,4,9
"James Rossi",54,1,346.32,1,1,4,6
"Mary Hassan",866,1,346.52,5,3,4,12
"Felix Yamamoto",1059,1,346.74,5,4,4,13
"Olga Robinson",26,3,346.92,1,5,4,10
"Omar Yamamoto",325,2,347.74,2,5,4,11
"Emma Sharma",169,2,350.83,2,5,4,11
"Jamal Singh",308,1,351.88,2,2,4,8
"Fatima Ferrari",761,1,352.3,4,3,4,11
"Zara Nilsson",764,2,352.59,4,5,4,13
"Hanna Sato",127,3,353.04,1,5,4,10
"Raj Garcia",337,1,356.83,2,2,4,8
"Ivan Robinson",410,1,358.18,3,2,4,9
"Clara Robinson",121,2,358.24,1,4,4,9
"Clara Hassan",36,2,360.17,1,4,4,9
"Olga Davis",17,3,360.48,1,5,4,10
"Ethan Johnson",384,2,364.3,3,5,4,12
"Olivia Williams",607,1,366.51,4,3,4,11
"Maria Hassan",552,1,367.5,3,2,4,9
"Emma Moreau",662,1,369.25,4,3,4,11
"Mia Anderson",290,1,371.17,2,2,4,8
"Christopher Rodriguez",107,1,371.64,1,1,4,6
"Thomas Suzuki",35,2,372.25,1,4,4,9
"Noah Khan",935,1,374.13,5,4,4,13
"Ayumi Thomas",473,1,375,3,2,4,9
"Sarah Santos",396,1,375.54,3,2,4,9
"Maria Rodriguez",154,2,376.6,1,4,4,9
"Kenji Hassan",43,1,376.72,1,1,4,6
"Kenji Jones",442,2,378.08,3,5,4,12
"Ingrid Nilsson",137,1,378.65,1,1,4,6
"Ivan Costa",124,1,378.73,1,1,4,6
"Yuki Thomas",394,1,379.59,3,2,4,9
"Lucas Russo",607,2,380.8,4,5,4,13
"Mia Jones",449,2,384.05,3,5,4,12
"Ayumi Johnson",1009,1,385.36,5,4,4,13
"Jennifer Pereira",115,1,385.52,1,1,4,6
"Wei Santos",752,2,387.13,4,5,4,13
"Ahmed Rodriguez",77,1,387.86,1,1,4,6
"Maria Leroy",3,1,388.58,1,1,4,6
"Wei Taylor",577,1,390.41,4,3,4,11
"Giulia Harris",62,1,391.54,1,1,4,6
"Michael Ahmed",166,1,392.02,1,1,4,6
"Hans Johnson",509,3,393.18,3,5,4,12
"Richard Leroy",210,1,396.42,2,1,4,7
"Li Sharma",804,1,396.49,4,3,4,11
"Isabella Thomas",7,1,396.63,1,1,4,6
"John Ferrari",536,2,397.95,3,5,4,12
"Ivan Davis",83,2,398.26,1,4,4,9
"Karen Nilsson",621,1,398.95,4,3,4,11
"Elizabeth Moreau",1036,1,402.64,5,4,4,13
"Linda Russo",801,2,405.14,4,5,4,13
"James Li",731,1,407.25,4,3,4,11
"Mary Chen",279,2,407.72,2,5,4,11
"Sarah Li",816,1,408.07,4,3,4,11
"William Ali",55,1,408.32,1,1,4,6
"Jessica Anderson",363,2,408.65,3,5,4,12
"Clara Laurent",349,1,409.32,3,2,4,9
"Robert Martinez",25,1,410.43,1,1,4,6
"Elizabeth Harris",743,2,411.79,4,5,4,13
"Lucas Tanaka",277,1,412.13,2,2,4,8
"Sophie Tanaka",88,1,414.36,1,1,4,6
"Michael Davis",340,2,415.11,2,5,4,11
"Xiao White",254,1,415.65,2,1,4,7
"James Harris",425,2,417.14,3,5,4,12
"Oscar Zhang",405,1,417.87,3,2,4,9
"Olivia Ferrari",828,1,418.55,5,3,4,12
"Carlos Sharma",145,3,418.67,1,5,4,10
"Sarah Suzuki",796,1,419.54,4,3,4,11
"Olivia Sharma",449,2,421.05,3,5,4,12
"David Anderson",1070,1,424.26,5,4,4,13
"Kenji Wang",33,2,424.67,1,4,4,9
"Elizabeth Weber",755,1,425.44,4,3,4,11
"Karen Rossi",491,2,426.05,3,5,4,12
"Ayumi Robinson",407,2,426.26,3,5,4,12
"Sophie Schmidt",61,2,426.84,1,4,4,9
"Zara Leroy",760,1,427.35,4,3,4,11
"Sarah Kim",78,2,427.73,1,4,4,9
"Olivia Nilsson",432,2,429.3,3,5,4,12
"Nadia Johansson",659,1,430.78,4,3,4,11
"Ahmed Taylor",787,2,432.71,4,5,4,13
"Clara Sharma",179,1,432.8,2,1,4,7
"Diego Robinson",787,1,433.33,4,3,4,11
"Diego Thomas",491,2,433.86,3,5,4,12
"Zara Patel",985,1,433.94,5,4,4,13
"Linda Kumar",767,1,435.36,4,3,4,11
"Hans Costa",242,2,435.78,2,5,4,11
"Wei Rodriguez",613,1,436.05,4,3,4,11
"Zara Kim",941,1,436.15,5,4,4,13
"Hans Müller",297,2,438.16,2,5,4,11
"Liam Rodriguez",84,2,440.14,1,4,4,9
"Karen Anderson",539,3,441.72,3,5,4,12
"Christopher Khan",207,2,442.95,2,5,4,11
"Felix Robinson",83,1,445.31,1,1,4,6
"Zara Miller",237,2,445.73,2,5,4,11
"Ingrid Martinez",435,1,446.69,3,2,4,9
"Michael Li",837,1,449.07,5,3,4,12
"Olga Taylor",306,2,449.59,2,5,4,11
"Robert Rodriguez",100,2,451.99,1,4,4,9
"Hans Sharma",260,1,454.06,2,1,4,7
"Emma Müller",350,2,455.73,3,5,4,12
"Pierre Jackson",562,1,456.08,4,2,4,10
"Ingrid Weber",841,1,456.7,5,3,4,12
"Patricia Zhang",217,1,459.92,2,1,4,7
"Barbara Ali",584,3,460.7,4,5,4,13
"Jessica Patel",644,1,461.36,4,3,4,11
"Robert Park",71,2,461.54,1,4,4,9
"Li Khan",578,1,461.9,4,3,4,11
"Richard Romano",24,2,464.38,1,4,4,9
"Nadia Costa",606,2,464.42,4,5,4,13
"Joseph Johansson",576,1,465.3,4,3,4,11
"Amina Singh",254,1,466.65,2,1,4,7
"Felix Kim",819,1,467.28,5,3,4,12
"Felix White",510,2,467.46,3,5,4,12
"Li Suzuki",168,2,467.78,2,5,4,11
"Hans Fischer",539,2,468.86,3,5,4,12
"Pierre Weber",66,3,470.55,1,5,4,10
"Hans Rossi",66,2,470.72,1,4,4,9
"Susan Wang",869,1,472.62,5,3,4,12
"James Tanaka",919,1,473.15,5,4,4,13
"Sakura Smith",594,2,473.46,4,5,5,14
"Karen Wang",719,2,474.35,4,5,5,14
"Ivan Martinez",509,1,478.14,3,2,5,10
"Noah Clark",667,1,478.25,4,3,5,12
"Ayumi Clark",307,1,479.86,2,2,5,9
"Hanna Ahmed",1054,1,480.78,5,4,5,14
"James Johansson",360,2,483.89,3,5,5,13
"Jennifer Romano",402,2,484.2,3,5,5,13
"Mary Davis",1077,1,485,5,4,5,14
"Sarah Leroy",239,1,485.4,2,1,5,8
"Jennifer Costa",961,1,486.27,5,4,5,14
"Joseph Martinez",579,3,486.89,4,5,5,14
"Ivan Pereira",861,1,488.64,5,3,5,13
"Ayumi Harris",240,2,489.01,2,5,5,12
"Christopher Jones",240,1,489.74,2,1,5,8
"Nadia Martin",212,3,490.55,2,5,5,12
"Susan White",295,2,490.63,2,5,5,12
"Ethan Wang",144,2,490.67,1,4,5,10
"Ingrid Schmidt",1040,1,493.8,5,4,5,14
"Diego Schmidt",580,2,496.22,4,5,5,14
"Emma Pereira",923,2,496.75,5,5,5,15
"Wei Suzuki",503,1,499.8,3,2,5,10
"Elizabeth Williams",131,3,499.94,1,5,5,11
"Olivia Patel",537,2,501.3,3,5,5,13
"Noah Tanaka",187,1,502.91,2,1,5,8
"Elizabeth Miller",123,1,504.5,1,1,5,7
"Richard Müller",1002,1,505.36,5,4,5,14
"James Ahmed",320,2,505.49,2,5,5,12
"Hans Harris",645,1,505.77,4,3,5,12
"Ivan Sato",59,1,506.33,1,1,5,7
"David Schmidt",427,1,507,3,2,5,10
"Ahmed Ali",384,1,509.12,3,2,5,10
"Mia Costa",452,1,512.33,3,2,5,10
"Layla Garcia",425,2,512.4,3,5,5,13
"Barbara Hassan",873,1,513.13,5,4,5,14
"Thomas Hassan",94,1,513.14,1,1,5,7
"Diego Weber",266,1,514.8,2,2,5,9
"Zara Suzuki",65,2,517.37,1,4,5,10
"Raj Johnson",401,1,518.07,3,2,5,10
"Omar Costa",475,3,518.5,3,5,5,13
"Thomas Oliveira",118,3,518.93,1,5,5,11
"Felix Müller",642,2,518.98,4,5,5,14
"Nadia Zhang",557,2,519.76,3,5,5,13
"Noah Oliveira",884,1,520.15,5,4,5,14
"Nadia Laurent",641,1,521.8,4,3,5,12
"Wei Chen",1021,1,523.38,5,4,5,14
"Linda Nilsson",1,1,523.65,1,1,5,7
"Jessica Suzuki",506,1,530.21,3,2,5,10
"Richard Yamamoto",262,2,530.26,2,5,5,12
"Emma Johnson",92,3,533.21,1,5,5,11
"Susan Zhang",687,2,534.53,4,5,5,14
"Ivan Williams",454,1,540.31,3,2,5,10
"Sarah Clark",115,2,543.56,1,4,5,10
"Amir Williams",86,1,543.78,1,1,5,7
"Jennifer Robinson",125,1,544.32,1,1,5,7
"Thomas Weber",216,1,547.01,2,1,5,8
"Barbara Davis",716,3,552.83,4,5,5,14
"Olga Leroy",129,3,553.25,1,5,5,11
"Barbara Sato",655,1,555.27,4,3,5,12
"Pierre Anderson",121,1,555.39,1,1,5,7
"Maria Yamamoto",215,3,557.74,2,5,5,12
"Barbara Singh",340,1,557.76,2,2,5,9
"Isabella Sato",61,1,557.88,1,1,5,7
"Sophie Martin",151,2,560.46,1,4,5,10
"Hanna Müller",656,1,561.48,4,3,5,12
"Sophie Clark",3,3,571.41,1,5,5,11
"Olga Garcia",88,1,572.74,1,1,5,7
"Xiao Brown",162,1,576.5,1,1,5,7
"Ayumi Laurent",418,1,577.02,3,2,5,10
"Ali Johansson",837,2,577.5,5,5,5,15
"Hanna Taylor",723,1,577.59,4,3,5,12
"Michael Khan",858,2,578.49,5,5,5,15
"Karen Robinson",800,1,581.9,4,3,5,12
"Hans Singh",901,1,582.95,5,4,5,14
"Mia Romano",527,1,583.17,3,2,5,10
"Amir Chen",936,1,585.15,5,4,5,14
"Diego Miller",116,2,587.91,1,4,5,10
"Jamal Schmidt",973,2,589.46,5,5,5,15
"Giulia Rossi",775,1,590.48,4,3,5,12
"Lucas Khan",959,1,590.48,5,4,5,14
"Barbara Sharma",340,3,591.93,2,5,5,12
"Kenji Davis",669,1,592.7,4,3,5,12
"Layla Johansson",286,2,594.21,2,5,5,12
"Kenji Dubois",698,1,595.6,4,3,5,12
"Hanna Hassan",59,1,596.92,1,1,5,7
"Liam Laurent",838,1,597.19,5,3,5,13
"Ahmed Harris",1030,1,598.14,5,4,5,14
"Fatima Fischer",44,2,600.76,1,4,5,10
"Mary White",428,1,601.04,3,2,5,10
"Olga Yamamoto",138,2,602.73,1,4,5,10
"Sarah Weber",100,1,602.87,1,1,5,7
"Ali Johnson",840,1,603.09,5,3,5,13
"Oscar Nilsson",362,1,603.39,3,2,5,10
"David Clark",851,1,603.9,5,3,5,13
"Robert Chen",323,2,604.48,2,5,5,12
"Felix Smith",83,4,605.45,1,5,5,11
"Layla Smith",72,1,606.67,1,1,5,7
"Barbara Thomas",989,1,609.39,5,4,5,14
"Carlos Rodriguez",22,2,610.24,1,4,5,10
"Fatima Smith",57,3,611.5,1,5,5,11
"Priya Costa",56,2,612.54,1,4,5,10
"Amir Thompson",153,2,614.55,1,4,5,10
"Nadia Harris",394,2,615.34,3,5,5,13
"Olivia Moreau",884,1,616.26,5,4,5,14
"Barbara Suzuki",986,1,617.58,5,4,5,14
"William Yamamoto",820,1,619.17,5,3,5,13
"Ayumi Dubois",1,1,619.37,1,1,5,7
"Giulia Johnson",746,2,623.79,4,5,5,14
"David Rossi",363,1,624.38,3,2,5,10
"Michael Yamamoto",208,4,624.46,2,5,5,12
"Karen Smith",568,2,625.31,4,5,5,14
"Olga Johansson",192,1,625.88,2,1,5,8
"David Johansson",270,1,626.39,2,2,5,9
"Yuki Patel",1036,1,627.38,5,4,5,14
"Richard Rossi",211,2,628.56,2,5,5,12
"Fatima Williams",432,4,629.87,3,5,5,13
"John Laurent",593,2,640.33,4,5,5,14
"Lucas Li",757,1,649.62,4,3,5,12
"Ingrid Williams",302,1,655.88,2,2,5,9
"Ahmed Thomas",383,1,659.08,3,2,5,10
"Isabella Khan",107,1,660.62,1,1,5,7
"Giulia Miller",251,2,662.12,2,5,5,12
"Pierre Romano",860,1,665.42,5,3,5,13
"Thomas Laurent",49,2,668.12,1,4,5,10
"Hans Miller",413,2,682.79,3,5,5,13
"Emma Jones",196,1,683.82,2,1,5,8
"Ivan Moreau",388,1,687.44,3,2,5,10
"Sarah Sharma",292,2,687.53,2,5,5,12
"Oscar Miller",230,2,689.21,2,5,5,12
"Elizabeth Johansson",796,1,689.29,4,3,5,12
"Lucas Moreau",193,2,692.54,2,5,5,12
"Jessica Moreau",321,2,694.97,2,5,5,12
"Richard Costa",490,1,708.42,3,2,5,10
"Priya Rodriguez",666,1,710.18,4,3,5,12
"Ayumi Khan",365,2,725.33,3,5,5,13
"Wei Sato",524,2,729.63,3,5,5,13
"Robert Patel",299,1,730.63,2,2,5,9
"Jamal Martinez",1034,1,730.94,5,4,5,14
"Noah Smith",884,1,732.06,5,4,5,14
"Noah Russo",166,2,732.96,1,5,5,11
"Pierre Leroy",291,2,735.62,2,5,5,12
"Jamal Robinson",190,3,736.58,2,5,5,12
"Jennifer Clark",23,2,739.02,1,4,5,10
"Olga Suzuki",538,2,739.41,3,5,5,13
"Nadia Leroy",159,1,741.08,1,1,5,7
"Thomas Chen",456,3,743,3,5,5,13
"Hans Patel",280,2,743.06,2,5,5,12
"Ali Wang",114,2,746.33,1,4,5,10
"Ingrid Jackson",69,1,749.59,1,1,5,7
"Diego Suzuki",60,2,751.29,1,4,5,10
"Oscar Chen",167,1,751.33,1,1,5,7
"Kenji Taylor",835,1,751.49,5,3,5,13
"Amir Li",607,1,754.02,4,3,5,12
"Joseph Chen",30,2,754.82,1,4,5,10
"Noah Johansson",821,1,758.29,5,3,5,13
"Lucas Sato",25,2,761.31,1,4,5,10
"Sarah Thompson",754,2,766.33,4,5,5,14
"Sophie Thomas",992,1,772.8,5,4,5,14
"Robert Robinson",1028,1,775.8,5,4,5,14
"Chen Jones",910,1,776.28,5,4,5,14
"Raj Oliveira",819,1,779.58,5,3,5,13
"Jessica Müller",402,2,781.96,3,5,5,13
"Elizabeth Johnson",188,2,783.03,2,5,5,12
"Linda Smith",397,2,786.69,3,5,5,13
"Diego Kim",354,2,790.03,3,5,5,13
"Layla Williams",414,1,790.88,3,2,5,10
"Mia Johansson",243,1,791.59,2,1,5,8
"Thomas Smith",79,2,792.01,1,4,5,10
"Ingrid Zhang",10,2,801.09,1,4,5,10
"Ayumi Singh",54,2,801.33,1,4,5,10
"Olga Müller",814,1,802.07,4,3,5,12
"Ayumi Zhang",219,1,810.88,2,1,5,8
"Susan Jackson",53,2,810.94,1,4,5,10
"Jessica Costa",638,1,811.51,4,3,5,12
"Ali Miller",114,3,825.42,1,5,5,11
"Felix Santos",1020,1,825.97,5,4,5,14
"Nadia Nilsson",16,1,827.42,1,1,5,7
"Mary Smith",826,2,827.77,5,5,5,15
"Ingrid Romano",224,1,835.43,2,1,5,8
"Xiao Ali",645,1,838.3,4,3,5,12
"Susan Davis",1083,1,848.92,5,4,5,14
"Olga Nilsson",23,2,850.96,1,4,5,10
"Hanna Weber",342,2,860.85,2,5,5,12
"Diego Russo",165,1,865.13,1,1,5,7
"Sakura Harris",88,2,870.93,1,4,5,10
"Marco Weber",632,1,878.42,4,3,5,12
"Xiao Santos",130,1,879.9,1,1,5,7
"Jessica Russo",593,1,909.72,4,3,5,12
"Christopher Johansson",1084,1,914.43,5,4,5,14
"Sarah Patel",464,2,914.69,3,5,5,13
"Amir Laurent",761,1,917.09,4,3,5,12
"John Pereira",244,1,924.42,2,1,5,8
"Hans Sato",59,1,932.25,1,1,5,7
"Priya Sharma",255,1,938.81,2,1,5,8
"Isabella Nilsson",238,1,950.76,2,1,5,8
"Olga Russo",265,2,952.73,2,5,5,12
"Wei Harris",216,2,960.81,2,5,5,12
"Oscar Martinez",318,3,967.27,2,5,5,12
"Elizabeth Müller",2,1,969.81,1,1,5,7
"Karen Suzuki",106,3,972.28,1,5,5,11
"Christopher White",67,1,983.4,1,1,5,7
"William Ferrari",431,2,987.18,3,5,5,13
"Yuki Kumar",1063,1,989.39,5,4,5,14
"Richard Tanaka",478,2,990.69,3,5,5,13
"Raj Harris",268,2,993.37,2,5,5,12
"Kenji Anderson",602,1,993.9,4,3,5,12
"Christopher Davis",76,2,1016.59,1,4,5,10
"Raj Martinez",310,2,1030.05,2,5,5,12
"Ingrid Pereira",168,1,1044.2,2,1,5,8
"Felix Thomas",1092,1,1058.14,5,4,5,14
"Sarah Jackson",566,2,1085.95,4,5,5,14
"Omar Thompson",455,1,1093.11,3,2,5,10
"Christopher Leroy",515,2,1094.01,3,5,5,13
"Li Miller",406,2,1108.84,3,5,5,13
"Liam Davis",357,2,1109.04,3,5,5,13
"Raj Santos",505,1,1111.23,3,2,5,10
"Wei White",63,1,1118.04,1,1,5,7
"Isabella White",97,3,1121.62,1,5,5,11
"Ayumi Martinez",716,2,1131.45,4,5,5,14
"Zara Costa",1057,1,1142.37,5,4,5,14
"Amir Khan",651,2,1142.43,4,5,5,14
"Zara Williams",97,2,1158.5,1,4,5,10
"Emma Martin",226,1,1158.57,2,1,5,8
"Sakura Dubois",986,1,1159.91,5,4,5,14
"Priya Ferrari",352,2,1167.53,3,5,5,13
"Isabella Rossi",760,1,1168.55,4,3,5,12
"Sarah Khan",484,3,1176.28,3,5,5,13
"Nadia Tanaka",801,2,1176.52,4,5,5,14
"Lucas Sharma",1061,1,1178.95,5,4,5,14
"Liam Russo",374,1,1189.16,3,2,5,10
"James Williams",77,2,1194.1,1,4,5,10
"Marco Taylor",17,2,1195.11,1,4,5,10
"Ahmed Miller",990,1,1196.43,5,4,5,14
"Christopher Romano",38,1,1197.9,1,1,5,7
"Christopher Hassan",214,1,1202.53,2,1,5,8
"Omar Müller",897,1,1205.55,5,4,5,14
"James White",585,1,1233.43,4,3,5,12
"Pierre Fischer",68,4,1234.94,1,5,5,11
"Hanna Sharma",418,1,1236.1,3,2,5,10
"Karen Santos",344,1,1236.75,2,2,5,9
"Lucas Hassan",88,1,1267.83,1,1,5,7
"Jennifer Ali",690,1,1300.1,4,3,5,12
"Elizabeth Schmidt",68,2,1303.05,1,4,5,10
"Amir Brown",127,1,1319,1,1,5,7
"Ivan Li",724,2,1359.36,4,5,5,14
"Clara Miller",406,3,1362.28,3,5,5,13
"Hanna Yamamoto",821,1,1378.26,5,3,5,13
"David Fischer",236,1,1399.84,2,1,5,8
"Liam Ali",862,1,1410.66,5,3,5,13
"Ayumi Ahmed",964,1,1438.39,5,4,5,14
"Omar Williams",548,3,1446.12,3,5,5,13
"Hanna Johnson",791,1,1449.74,4,3,5,12
"Patricia Pereira",107,2,1451.69,1,4,5,10
"Amir Garcia",703,2,1469.12,4,5,5,14
"Chen Patel",24,5,1470.07,1,5,5,11
"Sophie Martinez",72,3,1500.83,1,5,5,11
"Amir Oliveira",1079,1,1501.15,5,4,5,14
"Lucas Kim",214,2,1513.43,2,5,5,12
"Ahmed Singh",565,3,1583.7,4,5,5,14
"Priya Smith",405,2,1588.92,3,5,5,13
"Elizabeth Leroy",387,1,1608.71,3,2,5,10
"David Garcia",531,1,1616.1,3,2,5,10
"Olga Schmidt",901,1,1637.23,5,4,5,14
"Ethan Sato",421,1,1645.59,3,2,5,10
"Kenji Robinson",945,1,1657.59,5,4,5,14
"Giulia Johansson",370,1,1667.44,3,2,5,10
"Ahmed Johansson",133,2,1670.1,1,4,5,10
"Ethan Park",935,1,1682.35,5,4,5,14
"Ava Fischer",129,3,1739.62,1,5,5,11
"Sakura Davis",212,2,1744.74,2,5,5,12
"Ahmed Garcia",923,2,1769.48,5,5,5,15
"Omar Schmidt",274,1,1780.56,2,2,5,9
"Carlos Ferrari",209,2,1786.34,2,5,5,12
"Lucas Chen",913,2,1789.77,5,5,5,15
"Fatima Li",96,2,1798.63,1,4,5,10
"Marco Sharma",556,2,1814.97,3,5,5,13
"Sakura Thomas",397,4,1835.02,3,5,5,13
"Fatima Singh",427,3,1896.67,3,5,5,13
"Ali Harris",160,2,1920.89,1,5,5,11
"Mary Yamamoto",31,1,1932.8,1,1,5,7
"Wei Li",256,4,2042.14,2,5,5,12
"Carlos Tanaka",172,1,2051.57,2,1,5,8
"Ivan Santos",197,1,2069.76,2,1,5,8
"Liam Clark",251,2,2076.53,2,5,5,12
"Olga Kim",231,2,2095.65,2,5,5,12
"Omar Nilsson",47,2,2138.87,1,4,5,10
"Noah Moreau",258,2,2141.76,2,5,5,12
"Hans Martinez",693,1,2264.35,4,3,5,12
"Joseph Weber",103,2,2287.28,1,4,5,10
"Jamal Hassan",231,1,2327.47,2,1,5,8
"James Ferrari",467,2,2424.87,3,5,5,13
"Clara Müller",379,1,2538.5,3,2,5,10
"Wei Jackson",61,1,2566.56,1,1,5,7
"Marco Santos",587,1,2620.28,4,3,5,12
"Ivan Jones",364,2,2647.41,3,5,5,13
"Layla Oliveira",815,1,2701.31,4,3,5,12
"Lucas Nilsson",190,2,2734.69,2,5,5,12
"Karen Sato",619,2,2738.18,4,5,5,14
"Linda Weber",448,1,2762.4,3,2,5,10
"Felix Thompson",1045,1,2835.36,5,4,5,14
"Priya Oliveira",542,1,2901.11,3,2,5,10
"Nadia Wang",257,3,2958.97,2,5,5,12
"Li Laurent",683,1,3007.62,4,3,5,12
"Sarah Chen",522,2,3184.56,3,5,5,13
"Hanna Jones",1015,1,3813.98,5,4,5,14
"Priya Jackson",854,2,3836.46,5,5,5,15
